0.000000000000000 0.492707296641464 --> 0%
0.492707296641464 0.578999305993018 --> 1%
0.578999305993018 0.593519815451300 --> 2%
0.593519815451300 0.608227919270311 --> 3%
0.608227919270311 0.620169035598301 --> 4%
0.620169035598301 0.629417808691665 --> 5%
0.629417808691665 0.640256757145979 --> 6%
0.640256757145979 0.648476962566943 --> 7%
0.648476962566943 0.657875220564451 --> 8%
0.657875220564451 0.667734625201095 --> 9%
0.667734625201095 0.674660282462937 --> 10%
0.674660282462937 0.682290335371189 --> 11%
0.682290335371189 0.689901531158755 --> 12%
0.689901531158755 0.696895365977071 --> 13%
0.696895365977071 0.704089640946390 --> 14%
0.704089640946390 0.711400298380826 --> 15%
0.711400298380826 0.718432732453369 --> 16%
0.718432732453369 0.725046128930686 --> 17%
0.725046128930686 0.731726257563619 --> 18%
0.731726257563619 0.739291340170608 --> 19%
0.739291340170608 0.746443612984839 --> 20%
0.746443612984839 0.752852766106118 --> 21%
0.752852766106118 0.760924756862093 --> 22%
0.760924756862093 0.769809651883934 --> 23%
0.769809651883934 0.777050761960288 --> 24%
0.777050761960288 0.784300375462766 --> 25%
0.784300375462766 0.793141212016043 --> 26%
0.793141212016043 0.799972761482908 --> 27%
0.799972761482908 0.807216636484745 --> 28%
0.807216636484745 0.816017074144517 --> 29%
0.816017074144517 0.822406895228712 --> 30%
0.822406895228712 0.829858561917964 --> 31%
0.829858561917964 0.837682607670657 --> 32%
0.837682607670657 0.846909362543411 --> 33%
0.846909362543411 0.854812784054361 --> 34%
0.854812784054361 0.862672629429982 --> 35%
0.862672629429982 0.872406320224528 --> 36%
0.872406320224528 0.879944888619090 --> 37%
0.879944888619090 0.888890906327763 --> 38%
0.888890906327763 0.898834099888154 --> 39%
0.898834099888154 0.908118865288864 --> 40%
0.908118865288864 0.917942983249785 --> 41%
0.917942983249785 0.926743546979800 --> 42%
0.926743546979800 0.935963873403806 --> 43%
0.935963873403806 0.946062731235799 --> 44%
0.946062731235799 0.954564560531572 --> 45%
0.954564560531572 0.964061682868784 --> 46%
0.964061682868784 0.974101277206665 --> 47%
0.974101277206665 0.982919160219460 --> 48%
0.982919160219460 0.990693971572113 --> 49%
0.990693971572113 0.999999999959774 --> 50%
0.999999999959774 1.008607230981180 --> 51%
1.008607230981180 1.020395712976210 --> 52%
1.020395712976210 1.029136395896960 --> 53%
1.029136395896960 1.040394533094620 --> 54%
1.040394533094620 1.051192043719710 --> 55%
1.051192043719710 1.060291001282860 --> 56%
1.060291001282860 1.071221943290720 --> 57%
1.071221943290720 1.085230926640800 --> 58%
1.085230926640800 1.095345676728240 --> 59%
1.095345676728240 1.105071457124380 --> 60%
1.105071457124380 1.115795942434690 --> 61%
1.115795942434690 1.127779663207490 --> 62%
1.127779663207490 1.139533873572370 --> 63%
1.139533873572370 1.150043767055140 --> 64%
1.150043767055140 1.161727358847950 --> 65%
1.161727358847950 1.174191704672450 --> 66%
1.174191704672450 1.185518225349010 --> 67%
1.185518225349010 1.195618948655170 --> 68%
1.195618948655170 1.206446425201920 --> 69%
1.206446425201920 1.221146290461880 --> 70%
1.221146290461880 1.234640704176300 --> 71%
1.234640704176300 1.248008149482260 --> 72%
1.248008149482260 1.261080886888120 --> 73%
1.261080886888120 1.273947057239770 --> 74%
1.273947057239770 1.290465466402340 --> 75%
1.290465466402340 1.303084309195090 --> 76%
1.303084309195090 1.318375108561770 --> 77%
1.318375108561770 1.332397565204290 --> 78%
1.332397565204290 1.348779352315340 --> 79%
1.348779352315340 1.363728919035360 --> 80%
1.363728919035360 1.377405421224720 --> 81%
1.377405421224720 1.397018048916470 --> 82%
1.397018048916470 1.414703544502780 --> 83%
1.414703544502780 1.443571714628850 --> 84%
1.443571714628850 1.466165368988480 --> 85%
1.466165368988480 1.488695152888370 --> 86%
1.488695152888370 1.510136433353970 --> 87%
1.510136433353970 1.537226778643420 --> 88%
1.537226778643420 1.564828134827020 --> 89%
1.564828134827020 1.589151140799420 --> 90%
1.589151140799420 1.616382131989000 --> 91%
1.616382131989000 1.653075307636210 --> 92%
1.653075307636210 1.691101344740040 --> 93%
1.691101344740040 1.734501409337510 --> 94%
1.734501409337510 1.790043640923710 --> 95%
1.790043640923710 1.856784076117470 --> 96%
1.856784076117470 1.931675961552560 --> 97%
1.931675961552560 2.043369171016590 --> 98%
2.043369171016590 2.217757166762110 --> 99%
2.217757166762110 3.428992204105320 --> 100%
3.428992204105320 999999999 --> 100%
